ID,name,full_name,club,age,league,height_cm,weight_kg,nationality,eur_value,eur_wage,overall,potential,pac,sho,pas,dri,def,phy,international_reputation,weak_foot,work_rate_att,work_rate_def,preferred_foot
241238,J. Deminguet,Jessy Deminguet,SM Caen,19,French Ligue 1,178,74,France,325000,2000,60,72,68,44,58,62,55,60,1,3,Medium,Medium,Left
206423,V. Haroyan,Varazdat Haroyan,FC Ural,24,Russian Premier League,185,76,Armenia,240000,4000,60,65,55,26,42,38,58,71,1,2,Medium,High,Right
232535,G. Benítez,Guillermo Benítez,Argentinos Juniors,23,Argentinian Superliga,170,69,Argentina,240000,2000,60,67,70,48,54,59,59,60,1,2,Medium,High,Left
237655,B. De Alba,Brayner De Alba,La Equidad,24,Colombian Primera A,168,65,Colombia,280000,1000,60,66,82,52,58,64,24,43,1,2,Medium,Medium,Left
239959,S. Gregov,Šime Gregov,Viking FK,27,Norwegian Eliteserien,189,84,Croatia,200000,1000,60,62,53,25,40,38,58,67,1,3,Medium,Medium,Right
224088,N. Atangana,Nigel Atangana,Cheltenham Town,27,English League Two,187,72,France,210000,2000,60,60,69,47,56,57,62,75,1,3,Medium,High,Right
238936,M. Kleinsorge,Marius Kleinsorge,SV Meppen,21,German 3. Liga,170,73,Germany,300000,1000,60,68,79,58,49,63,22,53,1,4,High,Medium,Right
239704,K. Wagner,Kai Wagner,Würzburger FV,20,German 3. Liga,182,78,Germany,250000,1000,60,67,79,32,43,48,55,72,1,3,Medium,Medium,Left
225625,K. Vincent-Young,Kane Vincent-Young,Colchester United,21,English League Two,180,70,England,260000,2000,60,68,85,39,50,59,55,63,1,4,High,Medium,Right
228185,D. Mordini,Davide Mordini,Cesena,20,Italian Serie B,178,71,Italy,290000,1000,60,70,61,44,54,62,59,56,1,2,Medium,Medium,Left
219482,R. Fulton,Ryan Fulton,Hamilton Academical FC,21,Scottish Premiership,191,70,Scotland,220000,1000,60,67,58,59,64,64,31,57,1,3,Medium,Medium,Left
239962,I. Jukić,Ivan Jukić,Korona Kielce,21,Polish Ekstraklasa,176,69,Croatia,300000,1000,60,68,71,51,55,60,24,48,1,3,High,Medium,Right
208987,I. Zaid,Ibrahim Zaid,Al Faisaly,27,Saudi Professional League,190,87,Saudi Arabia,170000,3000,60,62,63,51,49,58,45,63,1,3,Medium,Medium,Right
241243,J. Kindermans,Jonathan Kindermans,KV Mechelen,22,Belgian First Division A,177,68,Belgium,290000,2000,60,67,64,46,58,63,30,49,1,4,Medium,Medium,Right
205660,J. Goddard,Johnny Goddard,Swindon Town,24,English League Two,175,70,England,290000,2000,60,67,65,54,59,62,38,45,1,3,Medium,Medium,Right
223580,R. Miller,Ricky Miller,Peterborough United,28,English League One,175,76,England,210000,2000,60,60,76,62,45,54,41,60,1,3,High,Low,Left
228188,P. Kotal,Pritam Kotal,,23,,179,74,India,0,0,60,66,78,35,48,54,58,61,1,4,High,Medium,Right
234076,M. Patterson,Monty Patterson,,20,,178,69,New Zealand,0,0,60,73,76,54,56,61,32,53,1,3,Medium,Medium,Right
205149,E. Schulze,Eirik Schulze,Sogndal,24,Norwegian Eliteserien,181,77,Norway,280000,1000,60,66,62,60,54,65,32,59,1,3,Medium,Medium,Right
224349,M. Seidel,Mario Seidel,1. FC Magdeburg,22,German 3. Liga,185,82,Germany,240000,1000,60,69,62,60,51,60,42,58,1,3,Medium,Medium,Right
225117,N. Haas,Nicolas Haas,Atalanta,21,Italian Serie A,178,74,Switzerland,400000,3000,60,73,72,50,56,63,56,50,1,3,Medium,Medium,Right
226654,S. Ring,Sebastian Ring,Örebro SK,22,Swedish Allsvenskan,178,74,Sweden,240000,1000,60,66,66,30,59,60,56,60,1,1,Medium,Medium,Left
162911,R. Henry,Ronnie Henry,Stevenage,33,English League Two,180,74,England,80000,2000,60,60,61,21,53,55,58,65,1,3,Medium,Medium,Right
235871,Tiago André,Tiago André Araújo Rodrigues,Rio Ave FC,20,Portuguese Primeira Liga,182,70,Portugal,290000,1000,60,70,65,34,49,60,58,62,1,3,Medium,Medium,Left
229472,F. Porath,Finn Porath,SpVgg Unterhaching,20,German 3. Liga,179,68,Germany,375000,4000,60,72,60,49,60,63,45,48,1,4,Medium,Medium,Right
210785,B. Al Baqi,Basim Al Baqi,Al Ahli,27,Saudi Professional League,185,90,Saudi Arabia,170000,4000,60,62,59,57,55,58,46,64,1,2,Medium,Medium,Right
221281,D. Hyam,Dominic Hyam,Coventry City,21,English League Two,188,70,Scotland,325000,2000,60,72,62,28,37,36,60,60,1,3,Medium,Medium,Right
224865,C. Wighton,Craig Wighton,Dundee FC,19,Scottish Premiership,185,72,Scotland,350000,1000,60,71,74,58,54,61,18,49,1,2,High,Medium,Right
227681,G. Luer,Greg Luer,Hull City,22,English Championship,180,73,England,325000,2000,60,70,70,60,45,55,23,58,1,3,High,Medium,Right
233057,F. Troyansky,Franco Troyansky,Bahía Blanca,20,Argentinian Superliga,178,77,Argentina,450000,1000,60,74,61,60,44,62,21,45,1,3,Medium,Low,Left
221538,W. Nightingale,Will Nightingale,AFC Wimbledon,21,English League One,185,84,England,350000,1000,60,73,67,25,34,35,62,64,1,2,Medium,Medium,Right
231266,N. Janvier,Nicolas Janvier,Stade Rennais FC,18,French Ligue 1,171,72,France,425000,2000,60,78,61,53,61,63,44,63,1,3,Medium,Medium,Left
208995,S. Al Dosari,Saeed Al Dosari,Al Taawoun,25,Saudi Professional League,178,60,Saudi Arabia,250000,3000,60,61,73,44,53,62,50,65,1,2,Medium,Medium,Right
237667,A. Al Joui,Abdullah Al Joui,Al Batin,22,Saudi Professional League,167,66,Saudi Arabia,350000,2000,60,71,84,47,52,63,25,43,1,3,Medium,Medium,Right
239972,L. Polvani,Lorenzo Polvani,Empoli,22,Italian Serie B,188,85,Italy,300000,1000,60,71,35,18,29,30,63,64,1,2,Medium,Medium,Right
183140,A. Krysiak,Artur Krysiak,Yeovil Town,27,English League Two,193,83,Poland,160000,1000,60,61,64,57,55,63,60,52,1,4,Medium,Medium,Right
225125,H. Anderson,Harry Anderson,Lincoln City,20,English League Two,168,62,England,375000,2000,60,72,82,52,52,62,33,60,1,3,Medium,Medium,Right
233829,N. Diallo,Namakoro Diallo,Stade Rennais FC,21,French Ligue 1,177,66,France,325000,2000,60,72,77,34,46,61,58,54,1,2,High,Medium,Left
223078,J. Coulson,Josh Coulson,Cambridge United,28,English League Two,191,75,England,170000,3000,60,60,61,27,40,34,58,73,1,3,Medium,Medium,Right
239718,H. Bandé,Hassane Bandé,KV Mechelen,18,Belgian First Division A,178,68,Burkina Faso,425000,1000,60,76,75,62,49,66,24,53,1,3,High,Medium,Right
208999,D. Wright,Drey Wright,Colchester United,22,English League Two,175,69,England,300000,2000,60,68,76,56,54,62,45,63,1,4,Medium,Medium,Right
220008,C. Jahraldo-Martin,Calaum Jahraldo-Martin,Newport County,24,English League Two,176,68,Antigua & Barbuda,280000,1000,60,66,85,56,50,62,27,53,1,3,High,Medium,Right
53352,D. Bulman,Dannie Bulman,Crawley Town,38,English League Two,175,75,England,70000,1000,60,60,51,44,54,58,56,74,1,3,Medium,High,Right
223850,L. Zarandia,Luka Zarandia,Arka Gdynia,21,Polish Ekstraklasa,178,74,Georgia,325000,1000,60,70,74,57,50,68,30,50,1,3,Medium,Medium,Left
233067,Sergio García,Sergio García Vázquez,Real Zaragoza,19,Spanish Segunda División,188,80,Spain,270000,1000,60,71,59,63,54,57,52,61,1,2,Medium,Medium,Right
236907,A. Galadzhan,Artem Galadzhan,Lokomotiv Moscow,19,Russian Premier League,180,71,Russia,350000,4000,60,71,65,61,49,57,23,49,1,3,Medium,Medium,Right
219244,D. von Ballmoos,David von Ballmoos,BSC Young Boys,22,Swiss Super League,192,88,Switzerland,290000,2000,60,72,58,62,53,59,44,61,1,2,Medium,Medium,Right
239468,R. Çağıran,Rahman Buğra Çağıran,Evkur Yeni Malatyaspor,22,Turkish Süper Lig,176,64,Turkey,280000,2000,60,69,57,41,56,56,59,52,1,3,Low,Medium,Right
198253,S. Arnold,Steve Arnold,Gillingham,27,English League One,185,84,England,160000,1000,60,61,64,61,55,61,34,56,1,3,Medium,Medium,Right
228461,Ryu Jae Moon,Jae Moon Ryu,Daegu FC,23,Korean K League Classic,184,72,Korea Republic,325000,1000,60,69,67,42,59,55,45,58,1,3,Medium,Medium,Right
237165,S. Tomisawa,Seitaro Tomisawa,Albirex Niigata,34,Japanese J1 League,181,75,Japan,60000,1000,60,60,54,32,36,37,61,58,1,3,Medium,Medium,Right
229742,H. Alpsoy,Harun Alpsoy,Antalyaspor,20,Turkish Süper Lig,185,78,Switzerland,425000,2000,60,77,71,40,52,55,57,70,1,3,Medium,High,Right
237422,Y. Gómez,Yulian Gómez,Independiente Medellín,19,Colombian Primera A,173,63,Colombia,400000,1000,60,74,84,28,44,61,52,57,1,3,Medium,Medium,Left
238446,Tachi,Alberto Rodríguez Baró,Atlético Madrid,19,Spanish Primera División,183,75,Spain,400000,3000,60,77,66,29,42,46,59,57,1,3,Low,High,Right
234352,M. Puerta,Mateo Puerta,Corporación Club Deportivo Tuluá,20,Colombian Primera A,172,72,Colombia,400000,1000,60,75,66,24,40,58,55,52,1,3,Medium,Medium,Right
214641,S. Tanser,Scott Tanser,St. Johnstone FC,22,Scottish Premiership,182,65,England,220000,1000,60,64,75,47,54,56,55,60,1,2,High,Medium,Left
232561,K. Inada,Koji Inada,Albirex Niigata,32,Japanese J1 League,187,84,Japan,120000,1000,60,60,54,63,65,54,15,60,1,3,Medium,Medium,Left
189041,M. Gardawski,Michael Gardawski,Korona Kielce,26,Polish Ekstraklasa,177,75,Germany,220000,1000,60,60,74,63,49,64,36,55,1,2,Medium,Medium,Right
228210,L. Jackson,Lachlan Jackson,Newcastle Jets,22,Australian A-League,194,83,Australia,280000,1000,60,69,64,25,32,34,58,72,1,3,Medium,Medium,Left
235378,F. Eguelfi,Fabio Eguelfi,Cesena,22,Italian Serie B,178,74,Italy,240000,1000,60,67,65,35,47,59,59,61,1,2,Medium,Medium,Left
238962,M. Bauer,Maximilian Bauer,SpVgg Unterhaching,22,German 3. Liga,175,67,Germany,240000,1000,60,67,71,26,45,60,58,63,1,4,Medium,Medium,Right
231539,N. Andereggen,Nicolás Andereggen,Unión de Santa Fe,17,Argentinian Superliga,175,71,Argentina,425000,1000,60,78,67,61,49,63,21,57,1,3,Medium,Medium,Left
237683,N. Holland,Nathan Holland,West Ham United,19,English Premier League,178,65,England,450000,6000,60,74,78,50,54,65,22,43,1,3,Medium,Medium,Right
210804,M. Salem,Mohammed Salem,Al Shabab,31,Saudi Professional League,178,82,Saudi Arabia,140000,4000,60,60,41,32,43,49,65,74,1,3,Medium,Medium,Right
214644,Álex Portillo,Alejandro Fernández Portillo,Jönköpings Södra IF,24,Swedish Allsvenskan,180,72,Spain,230000,1000,60,64,67,30,47,52,61,61,1,3,Medium,Medium,Left
218740,K. Alphonse,Kódjo Alphonse,CD Feirense,24,Portuguese Primeira Liga,180,74,Ivory Coast,250000,1000,60,62,67,43,58,60,56,66,1,4,Medium,Medium,Right
227701,M. Pugliese,Mario Pugliese,Vercelli,21,Italian Serie B,178,69,Italy,325000,1000,60,69,54,45,62,66,44,56,1,3,Medium,Medium,Right
181109,T. Hirakawa,Tadaaki Hirakawa,Urawa Red Diamonds,38,Japanese J1 League,172,72,Japan,70000,1000,60,60,33,51,63,65,52,55,1,3,Medium,Medium,Right
222070,J. Berner,John Berner,Colorado Rapids,26,USA Major League Soccer,191,93,United States,190000,1000,60,65,59,62,56,58,44,59,1,1,Medium,Medium,Right
222582,Kim Yeong Bin,Yeong Bin Kim,GwangJu FC,25,Korean K League Classic,181,74,Korea Republic,230000,1000,60,65,55,24,33,35,60,70,1,3,Low,High,Right
231030,A. Natcho,Amir Natcho,Lokomotiv Moscow,20,Russian Premier League,182,75,Russia,325000,4000,60,69,60,45,63,60,42,48,1,3,Medium,Medium,Left
219255,M. Palienko,Maxim Palienko,FC Tosno,22,Russian Premier League,179,73,Russia,300000,3000,60,68,66,47,59,62,51,53,1,2,Medium,Medium,Right
237943,D. Scarr,Dan Scarr,Wycombe Wanderers,22,English League Two,185,85,England,280000,3000,60,69,64,35,40,41,60,66,1,3,Medium,Medium,Right
239991,N. Kalugin,Nikita Kalugin,Dinamo Moscow,19,Russian Premier League,184,70,Russia,300000,2000,60,71,66,30,48,43,62,50,1,3,Medium,Medium,Right
241271,J. Swart,Joran Swart,PEC Zwolle,19,Holland Eredivisie,186,71,Netherlands,350000,1000,60,73,72,40,42,52,58,55,1,4,High,Medium,Left
222329,M. Wdowiak,Mateusz Wdowiak,Cracovia,20,Polish Ekstraklasa,174,60,Poland,300000,1000,60,68,77,48,53,65,40,48,1,2,High,Medium,Right
226681,A. Reyes,Ali Reyes,Corporación Club Deportivo Tuluá,24,Colombian Primera A,179,76,Colombia,260000,1000,60,68,55,34,55,58,54,72,1,3,Low,Medium,Right
235386,R. Peña,Ricardo Peña,Querétaro,25,Mexican Liga MX,170,64,Mexico,210000,2000,60,62,70,32,38,58,62,47,1,3,High,Medium,Right
235642,R. Yates,Ryan Yates,Notts County,19,English League Two,190,77,England,450000,2000,60,75,70,40,56,57,57,74,1,2,Medium,High,Right
225147,C. Roberts,Connor Roberts,Middlesbrough,21,English Championship,175,71,Wales,300000,6000,60,71,68,30,49,57,57,61,1,4,High,Medium,Right
235387,B. Gaye,Baboucarr Gaye,DSC Arminia Bielefeld,19,German 2. Bundesliga,194,87,Germany,375000,1000,60,74,64,56,52,65,21,54,1,3,Medium,Medium,Right
237179,C. Ndiaye,Cherif Ndiaye,Waasland-Beveren,21,Belgian First Division A,188,78,Senegal,300000,2000,60,68,68,58,45,57,20,60,1,3,Medium,Medium,Right
237691,F. Castellano,Fabio Castellano,Ascoli,19,Italian Serie B,186,75,Italy,450000,1000,60,78,52,48,58,59,48,55,1,2,Medium,Medium,Left
238203,J. Pirinen,Juha Pirinen,HJK Helsinki,25,Finnish Veikkausliiga,184,81,Finland,220000,1000,60,64,62,38,51,57,60,65,1,3,Medium,Medium,Left
226172,L. Mandeville,Liam Mandeville,Doncaster Rovers,20,English League One,180,77,England,350000,1000,60,70,72,58,49,63,40,58,1,2,Medium,Low,Right
228732,H. Moukoudi,Harold Moukoudi,Le Havre AC,19,French Ligue 2,191,89,France,400000,1000,60,74,55,30,28,30,61,71,1,3,Medium,Medium,Right
189308,D. Bennett,Dale Bennett,Forest Green,27,English League Two,180,77,England,170000,2000,60,60,74,32,40,48,60,76,1,3,Medium,Medium,Right
233085,F. Costa,Federico Costa,Club Atlético Patronato,28,Argentinian Superliga,188,89,Argentina,170000,1000,60,61,62,57,55,63,29,56,1,2,Medium,Medium,Right
240509,M. Santos,Matías Santos,Tiburones Rojos de Veracruz,23,Mexican Liga MX,178,76,Uruguay,300000,1000,60,68,64,43,61,60,54,60,1,2,Medium,Medium,Right
240766,A. Tartaglia,Angelo Tartaglia,Novara,24,Italian Serie B,178,72,Italy,240000,1000,60,66,58,26,42,45,62,60,1,2,Medium,Medium,Right
212352,E. Nyarko,Evans Nyarko,SV Wehen Wiesbaden,24,German 3. Liga,183,81,Ghana,250000,1000,60,67,69,32,45,51,63,69,1,4,Medium,Medium,Right
222080,H. Zapata,Hansel Zapata,CD Once Caldas Manizales,22,Colombian Primera A,182,77,Colombia,350000,1000,60,71,73,56,51,63,35,66,1,3,Medium,Medium,Right
224128,D. Ferfelis,Dimitrios Ferfelis,FSV Zwickau,24,German 3. Liga,194,88,Germany,270000,1000,60,64,39,61,41,52,29,70,1,3,Medium,Medium,Right
237440,H. Delcroix,Hannes Delcroix,RSC Anderlecht,18,Belgian First Division A,185,75,Belgium,375000,2000,60,75,65,28,49,56,59,61,1,3,Medium,Medium,Left
213889,R. Haynes,Ryan Haynes,Coventry City,21,English League Two,184,68,England,260000,2000,60,68,78,52,60,64,54,61,1,3,High,Medium,Left
215425,F. Sachpekidis,Filip Sachpekidis,Kalmar FF,19,Swedish Allsvenskan,180,76,Sweden,350000,1000,60,72,68,50,56,66,33,54,1,2,Medium,Medium,Right
223105,N. Oroz,Nicolás Oroz,Racing Club de Avellaneda,23,Argentinian Superliga,173,74,Argentina,300000,2000,60,68,72,49,57,66,31,48,1,3,Medium,Medium,Left
241281,S. Sadzoute,Scotty Sadzoute,LOSC Lille,19,French Ligue 1,172,65,France,400000,3000,60,75,74,44,53,63,56,51,1,3,High,Medium,Left
240258,O. Sanganté,Opa Sanganté,La Berrichonne de Châteauroux,26,French Ligue 2,188,85,Senegal,240000,1000,60,61,64,43,57,57,58,69,1,3,Medium,Medium,Right
241282,B. Vérité,Benjamin Vérité,LOSC Lille,18,French Ligue 1,176,70,France,375000,3000,60,77,67,42,55,57,59,53,1,3,Medium,Medium,Right
205187,Sillero,Antonio Sillero Cabrera,CF Reus Deportiu,23,Spanish Segunda División,182,77,Spain,200000,1000,60,65,62,56,58,65,46,56,1,3,Medium,Medium,Right
237443,T. Okubo,Takuo Okubo,F.C. Tokyo,27,Japanese J1 League,190,92,Japan,170000,1000,60,63,56,56,51,61,28,69,1,1,Medium,Medium,Right
240259,M. Merghem,Mehdi Merghem,La Berrichonne de Châteauroux,19,French Ligue 2,178,70,France,300000,1000,60,69,72,52,59,64,43,54,1,3,Medium,Medium,Right
211844,N. Gavory,Nicolas Gavory,Clermont Foot 63,22,French Ligue 2,183,76,France,290000,1000,60,70,72,44,60,60,52,65,1,3,Medium,Medium,Left
226180,J. Bingham,Josh Bingham,Central Coast Mariners,22,Australian A-League,182,81,Australia,280000,1000,60,65,77,55,46,61,33,67,1,3,High,Medium,Right
228740,C. Jacob,Corentin Jacob,Stade Brestois 29,20,French Ligue 2,188,79,France,425000,1000,60,74,56,42,49,54,60,70,1,2,Medium,Medium,Right
216453,L. Shephard,Liam Shephard,Peterborough United,22,English League One,178,67,Wales,290000,1000,60,70,72,27,46,50,57,62,1,2,Medium,Medium,Right
239237,K. Słaby,Kamil Słaby,Termalica Bruk-Bet Nieciecza,23,Polish Ekstraklasa,186,78,Poland,240000,1000,60,67,74,56,51,52,57,75,1,3,High,Medium,Left
239493,M. Baku,Makana Baku,SG Sonnenhof Großaspach,19,German 3. Liga,177,67,Germany,450000,1000,60,74,88,46,48,64,25,55,1,3,High,Low,Left
240005,A. Soyak,Aykut Soyak,SC Paderborn 07,22,German 3. Liga,179,75,Germany,300000,1000,60,68,71,59,52,68,44,61,1,3,Medium,Medium,Right
221574,W. de la Rosa,Wilfrido de la Rosa,Deportivo Pasto,24,Colombian Primera A,166,64,Colombia,290000,1000,60,66,85,59,39,68,20,46,1,2,Medium,Medium,Right
227974,K. Benyu,Kundai Benyu,Celtic,19,Scottish Premiership,178,63,Zimbabwe,450000,4000,60,75,70,54,61,64,53,61,1,3,Medium,Medium,Right
236678,S. Lo Faso,Simone Lo Faso,Fiorentina,19,Italian Serie A,180,72,Italy,450000,1000,60,77,65,60,49,61,24,52,1,5,High,Medium,Right
238982,U. Sen,Utku Sen,Holstein Kiel,19,German 2. Bundesliga,178,83,Germany,450000,1000,60,75,73,61,40,62,21,54,1,4,Medium,Medium,Right
222599,Silvério Júnio,Silvério Júnio Gonçalves da Silva,Rio Ave FC,21,Portuguese Primeira Liga,186,75,Portugal,290000,1000,60,70,55,30,37,41,60,61,1,2,Medium,Medium,Right
208776,F. Stritzel,Florian Stritzel,SV Darmstadt 98,23,German 2. Bundesliga,197,92,Germany,210000,2000,60,67,62,55,53,58,34,65,1,3,Medium,Medium,Right
240776,S. Laiton,Sonny Laiton,AJ Auxerre,17,French Ligue 2,180,80,France,375000,1000,60,82,57,59,53,59,47,56,1,2,Medium,Medium,Right
217225,J. Lalpekhlua,Jeje Lalpekhlua,,26,,175,75,India,0,0,60,61,75,60,45,55,32,56,1,3,Medium,Medium,Right
217994,M. Crowe,Michael Crowe,Ipswich Town,21,English Championship,193,84,Wales,230000,2000,60,68,57,60,58,58,44,60,1,2,Medium,Medium,Right
234378,D. Rice,Declan Rice,West Ham United,18,English Premier League,188,76,Republic of Ireland,375000,5000,60,78,63,30,47,51,61,67,1,3,Medium,Medium,Right
137356,S. Farelli,Simone Farelli,Novara,34,Italian Serie B,186,82,Italy,80000,1000,60,60,67,57,56,63,41,55,1,1,Medium,Medium,Right
212620,D. De Girolamo,Diego De Girolamo,Chesterfield,21,English League Two,178,70,Italy,325000,5000,60,69,74,60,46,66,26,62,1,3,Medium,Medium,Left
235916,V. Mantovani,Valerio Mantovani,Salernitana,21,Italian Serie B,180,70,Italy,325000,1000,60,71,57,25,37,46,59,65,1,2,High,Medium,Right
236940,Darío Poveda,Darío Poveda Romera,Villarreal CF,20,Spanish Primera División,184,72,Spain,400000,4000,60,73,60,61,49,56,18,44,1,3,Medium,Medium,Right
237708,M. Sylla,Moussa Sylla,AS Monaco,17,French Ligue 1,181,70,France,450000,3000,60,83,69,61,42,66,21,51,1,3,Medium,Medium,Left
241292,I. Huguenet,Ignacio Huguenet,Newell's Old Boys,19,Argentinian Superliga,187,78,Argentina,450000,1000,60,75,65,51,60,64,43,56,1,3,Medium,Medium,Right
223373,L. Maguire,Laurence Maguire,Chesterfield,20,English League Two,185,76,England,325000,2000,60,71,69,36,51,55,58,62,1,2,Medium,High,Left
225677,R. Greenidge,Reiss Greenidge,Sogndal,20,Norwegian Eliteserien,196,80,England,325000,1000,60,71,70,33,37,41,59,70,1,2,Medium,Medium,Left
231310,S. Nigro,Stefan Nigro,Melbourne Victory,20,Australian A-League,181,70,Australia,290000,1000,60,70,71,36,57,64,56,62,1,3,Medium,Medium,Right
232590,R. Yamazaki,Ryohei Yamazaki,Albirex Niigata,28,Japanese J1 League,173,76,Japan,210000,1000,60,60,67,65,50,65,17,60,1,3,Medium,Medium,Right
233102,B. Janssen,Bryan Janssen,Sparta Rotterdam,22,Holland Eredivisie,197,83,Netherlands,210000,1000,60,67,63,58,65,59,29,63,1,2,Medium,Medium,Right
198543,A. Greene,Aaron Greene,Bray Wanderers,27,Rep. Ireland Premier Division,180,73,Republic of Ireland,240000,1000,60,61,84,57,54,61,37,54,1,2,Medium,Medium,Left
227215,S. Magallán,Santiago Magallán,C.D. Leonesa S.A.D.,25,Spanish Segunda División,185,78,Argentina,270000,1000,60,65,71,48,57,61,45,64,1,3,Medium,Medium,Right
235151,T. Ogihara,Takahiro Ogihara,Yokohama F. Marinos,25,Japanese J1 League,184,71,Japan,220000,1000,60,63,72,43,57,52,56,68,1,3,Medium,Medium,Left
238223,B. Bvuma,Bruce Bvuma,Kaizer Chiefs,22,South African PSL,186,67,South Africa,240000,1000,60,69,65,62,51,63,33,52,1,3,Medium,Medium,Right
240015,I. Hongn,Ivo Hongn,Club Atlético Tigre,26,Argentinian Superliga,177,77,Argentina,250000,2000,60,61,69,64,49,61,20,51,1,2,Medium,Medium,Left
220816,R. Selasi,Ransford Selasi,Pescara,20,Italian Serie B,178,60,Ghana,300000,1000,60,68,72,36,53,61,59,71,1,3,Medium,Medium,Right
229776,M. Hedegaard,Mikkel Hedegaard,SønderjyskE,20,Danish Superliga,184,76,Denmark,325000,2000,60,72,64,47,52,59,59,69,1,3,Medium,High,Right
236944,F. Diabaté,Fousseni Diabaté,GFC Ajaccio,21,French Ligue 2,176,65,Mali,300000,1000,60,68,73,60,51,67,21,37,1,3,High,Low,Right
240528,M. Ahlinvi,Mattéo Ahlinvi,En Avant de Guingamp,17,French Ligue 1,183,68,France,280000,2000,60,72,59,51,57,63,58,52,1,3,Medium,Medium,Left
205713,P. Boumal,Petrus Boumal,FC Ural,24,Russian Premier League,175,75,Cameroon,240000,4000,60,66,65,45,58,58,56,59,1,3,Medium,Medium,Left
172177,D. Talbot,Drew Talbot,Portsmouth,30,English League One,178,72,England,150000,2000,60,60,61,48,55,55,58,64,1,3,High,High,Right
239505,P. Kun,Patryk Kun,Arka Gdynia,22,Polish Ekstraklasa,165,54,Poland,290000,1000,60,67,78,38,53,65,44,57,1,3,Medium,Medium,Right
211090,D. Evtimov,Dimitar Evtimov,Nottingham Forest,23,English Championship,190,83,Bulgaria,230000,3000,60,68,59,62,58,56,32,60,1,3,Medium,Medium,Left
228498,Choi Bong Jin,Bong Jin Choi,GwangJu FC,25,Korean K League Classic,193,83,Korea Republic,200000,1000,60,66,57,59,66,57,48,66,1,3,Medium,Medium,Right
240530,K. Yamga,Kevin Yamga,Carpi,20,Italian Serie B,187,77,France,325000,2000,60,69,67,52,59,65,31,52,1,3,Medium,Low,Right
184466,A. McGurk,Adam McGurk,Morecambe,28,English League Two,175,82,Northern Ireland,210000,2000,60,60,66,58,56,58,26,64,1,3,Medium,Medium,Left
219795,J. Coleman,Joel Coleman,Huddersfield Town,21,English Premier League,198,82,England,290000,3000,60,72,61,60,55,61,45,57,1,3,Medium,Medium,Right
239763,E. Zhegrova,Edon Zhegrova,KRC Genk,18,Belgian First Division A,175,66,Kosovo,425000,1000,60,78,73,47,55,65,23,33,1,3,Medium,Low,Left
241043,G. Freitas,Gonzalo Freitas,Atlético Tucumán,25,Argentinian Superliga,186,76,Uruguay,230000,1000,60,65,65,48,57,57,55,64,1,3,Medium,Medium,Right
211604,L. Roberts,Liam Roberts,Walsall,22,English League One,193,82,England,240000,1000,60,69,57,61,54,63,47,56,1,2,Medium,Medium,Left
152724,D. Pugh,Danny Pugh,Port Vale,34,English League Two,183,76,England,100000,3000,60,60,49,53,61,55,60,64,1,2,Low,Medium,Left
231828,F. Tingager,Frederik Tingager,Odense Boldklub,24,Danish Superliga,198,93,Denmark,280000,2000,60,69,48,24,37,44,58,72,1,3,Medium,Medium,Right
232596,T. Imai,Tomoki Imai,Kashiwa Reysol,26,Japanese J1 League,178,78,Japan,180000,2000,60,60,64,23,42,51,61,68,1,3,Medium,Medium,Right
239764,S. Franchini,Simone Franchini,Ternana,19,Italian Serie B,183,72,Italy,450000,4000,60,75,65,50,58,57,51,64,1,3,Medium,Medium,Right
220565,A. Romano,Antonio Romano,Carpi,21,Italian Serie B,180,75,Italy,300000,6000,60,68,52,55,55,57,53,65,1,3,Medium,Medium,Right
223381,M. Demetriou,Mickey Demetriou,Newport County,27,English League Two,186,80,England,200000,2000,60,61,77,49,54,62,58,68,1,3,High,High,Left
225173,B. Landini,Brian Landini,AS Saint-Étienne,22,French Ligue 1,180,82,France,220000,4000,60,64,65,51,48,54,61,66,1,3,Medium,Medium,Right
226709,A. Melo,Alejandro Melo,Atlético Tucumán,21,Argentinian Superliga,180,70,Argentina,400000,2000,60,73,72,56,57,65,22,52,1,3,Medium,Low,Right
228757,M. Mathisen,Marcus Mathisen,Halmstads BK,21,Swedish Allsvenskan,185,78,Denmark,325000,1000,60,71,59,37,49,55,57,73,1,3,Medium,Medium,Right
232085,M. Bringaker,Mathias Bringaker,Viking FK,20,Norwegian Eliteserien,179,73,Norway,300000,1000,60,67,77,58,48,64,30,59,1,3,High,High,Right
235925,G. Gómez,Gastón Gómez,Racing Club de Avellaneda,21,Argentinian Superliga,189,88,Argentina,260000,1000,60,70,66,56,60,59,23,57,1,2,Medium,Medium,Right
237973,K. Kuchaev,Konstantin Kuchaev,CSKA Moscow,19,Russian Premier League,178,72,Russia,350000,3000,60,72,67,55,54,64,36,48,1,4,Medium,Medium,Right
238485,M. Kessel,Michael Kessel,SC Fortuna Köln,32,German 3. Liga,176,73,Germany,160000,1000,60,60,72,45,57,65,38,61,1,4,High,Medium,Left
211094,D. Podleśny,Damian Podleśny,Lechia Gdańsk,22,Polish Ekstraklasa,194,87,Poland,210000,1000,60,67,59,63,69,55,24,56,1,2,Medium,Medium,Right
215190,G. Yordan,Gonzalo Yordan,Vélez Sarsfield,23,Argentinian Superliga,185,81,Argentina,210000,1000,60,66,60,59,56,65,38,57,1,2,Medium,Medium,Right
